	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S1-103v1	S3-106v1	S5-109v1	S7-111v1	S9-117v1	S11-118v1	S13-122v1	S15-202v1	S19-304v1	S21-305v1	S23-309v1	S27-315v1	S31-321v1	S33-322v1	S35-401v1	S37-404v1	S39-408v1	S41-413v1
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Adlercreutzia	0.0	0.000684210526316	0.00255789473684	0.0	0.000905263157895	0.00283157894737	0.000210526315789	0.000305263157895	0.000431578947368	0.00130526315789	0.00169473684211	0.0	0.000368421052632	0.001	0.00164210526316	0.000347368421053	0.00206315789474	8.42105263158e-05	0.0008	0.000221052631579	0.0	0.000431578947368	0.00234736842105	0.0	0.000705263157895	0.00210526315789	0.0	0.000168421052632	0.000284210526316	0.000684210526316	0.000831578947368	0.000557894736842	0.00130526315789	0.000505263157895	0.00158947368421	2.10526315789e-05	0.000494736842105	0.000357894736842
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella	0.0	0.0231052631579	1.05263157895e-05	0.0	0.00471578947368	0.0024	0.00488421052632	0.00482105263158	0.0038	0.00769473684211	0.0122105263158	0.00562105263158	0.00181052631579	0.0	0.0	0.00802105263158	0.008810526315790001	0.00188421052632	0.00830526315789	0.0	0.0	0.0362210526316	0.0	0.0	0.00892631578947	0.00190526315789	0.00652631578947	0.00175789473684	0.00516842105263	0.0147473684211	0.00865263157895	0.00185263157895	0.0	0.0136	0.0172842105263	0.00294736842105	0.0118	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella	0.00148421052632	0.0	0.000294736842105	0.0	4.21052631579e-05	7.36842105263e-05	1.05263157895e-05	0.000378947368421	0.0	5.26315789474e-05	0.0	0.000326315789474	0.0	0.000242105263158	2.10526315789e-05	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.000621052631579	0.0	0.000357894736842	0.0	1.05263157895e-05	4.21052631579e-05	1.05263157895e-05	4.21052631579e-05	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.000115789473684	0.0	3.15789473684e-05	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Paraeggerthella	0.0	0.0	0.0	0.000778947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000863157894737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Slackia	0.0	0.00164210526316	0.0	0.0	0.0	0.0	1.05263157895e-05	0.00344210526316	0.0	0.00272631578947	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.000778947368421	0.0	0.0	0.0004	0.0	0.00156842105263	0.0	0.0	0.0	0.0	0.0	0.00114736842105	0.0	0.00191578947368	0.0	0.0	0.0	0.0	0.00153684210526	0.0	1.05263157895e-05	9.47368421053e-05
k__Bacteria_p__Bacteroidetes	0.358894736842	0.1756	0.191315789474	0.0840842105263	0.336705263158	0.156168421053	0.246610526316	0.0868210526316	0.180336842105	0.0818947368421	0.254189473684	0.287884210526	0.312084210526	0.274894736842	0.250715789474	0.200147368421	0.151357894737	0.344126315789	0.225926315789	0.377894736842	0.227631578947	0.0230210526316	0.274852631579	0.0262947368421	0.459905263158	0.197578947368	0.530052631579	0.285926315789	0.206094736842	0.0874631578947	0.209852631579	0.270263157895	0.219768421053	0.148168421053	0.0574736842105	0.205210526316	0.174052631579	0.257810526316
k__Bacteria_p__Bacteroidetes_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	9.47368421053e-05	1.05263157895e-05	0.0	0.0	0.0	0.000105263157895	0.0	0.0	0.0	0.0	0.0	0.000347368421053	5.26315789474e-05	0.0
k__Bacteria_p__Bacteroidetes_Other_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	9.47368421053e-05	1.05263157895e-05	0.0	0.0	0.0	0.000105263157895	0.0	0.0	0.0	0.0	0.0	0.000347368421053	5.26315789474e-05	0.0
k__Bacteria_p__Bacteroidetes_Other_Other_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	9.47368421053e-05	1.05263157895e-05	0.0	0.0	0.0	0.000105263157895	0.0	0.0	0.0	0.0	0.0	0.000347368421053	5.26315789474e-05	0.0
k__Bacteria_p__Bacteroidetes_Other_Other_Other_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	9.47368421053e-05	1.05263157895e-05	0.0	0.0	0.0	0.000105263157895	0.0	0.0	0.0	0.0	0.0	0.000347368421053	5.26315789474e-05	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia	0.358894736842	0.1756	0.191315789474	0.0840842105263	0.336368421053	0.156168421053	0.246610526316	0.0868210526316	0.180336842105	0.0816947368421	0.254189473684	0.287884210526	0.312084210526	0.274894736842	0.250715789474	0.199715789474	0.151357894737	0.343705263158	0.225863157895	0.377894736842	0.227631578947	0.0230210526316	0.274852631579	0.0262947368421	0.459810526316	0.197568421053	0.530052631579	0.285926315789	0.206094736842	0.0873578947368	0.209852631579	0.270263157895	0.219768421053	0.148168421053	0.0574736842105	0.204863157895	0.174	0.257810526316
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales	0.358894736842	0.1756	0.191315789474	0.0840842105263	0.336368421053	0.156168421053	0.246610526316	0.0868210526316	0.180336842105	0.0816947368421	0.254189473684	0.287884210526	0.312084210526	0.274894736842	0.250715789474	0.199715789474	0.151357894737	0.343705263158	0.225863157895	0.377894736842	0.227631578947	0.0230210526316	0.274852631579	0.0262947368421	0.459810526316	0.197568421053	0.530052631579	0.285926315789	0.206094736842	0.0873578947368	0.209852631579	0.270263157895	0.219768421053	0.148168421053	0.0574736842105	0.204863157895	0.174	0.257810526316
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_Other	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_Other_Other	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__	0.0	0.000157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae	0.358821052632	0.0136105263158	0.144126315789	0.000189473684211	0.0926210526316	0.116831578947	0.0949894736842	0.0501473684211	0.0739052631579	0.0273578947368	0.0536736842105	0.168978947368	0.274568421053	0.240547368421	0.207494736842	0.141357894737	0.1332	0.126589473684	0.1948	0.257378947368	0.227610526316	0.00432631578947	0.209168421053	0.000305263157895	0.0518	0.117652631579	0.0206526315789	0.136147368421	0.0505894736842	0.0420210526316	0.0383578947368	0.213368421053	0.194031578947	0.109284210526	0.0540631578947	0.0607473684211	0.146063157895	0.198210526316
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides	0.358821052632	0.0136105263158	0.144126315789	0.000189473684211	0.0926210526316	0.116831578947	0.0949894736842	0.0501473684211	0.0739052631579	0.0273578947368	0.0536736842105	0.168978947368	0.274568421053	0.240547368421	0.207494736842	0.141357894737	0.1332	0.126589473684	0.1948	0.257378947368	0.227610526316	0.00432631578947	0.209168421053	0.000305263157895	0.0518	0.117652631579	0.0206526315789	0.136147368421	0.0505894736842	0.0420210526316	0.0383578947368	0.213368421053	0.194031578947	0.109284210526	0.0540631578947	0.0607473684211	0.146063157895	0.198210526316
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae	0.0	0.00321052631579	0.00842105263158	0.00290526315789	0.00932631578947	0.00827368421053	0.00898947368421	0.00529473684211	0.0236947368421	0.00669473684211	0.00484210526316	0.00624210526316	0.0123894736842	0.00849473684211	0.0140105263158	0.00261052631579	0.00161052631579	0.00296842105263	0.00703157894737	0.0992526315789	0.0	0.0024	0.00307368421053	0.000852631578947	0.0116842105263	0.00589473684211	0.00325263157895	0.0138736842105	0.0153684210526	0.00824210526316	0.00894736842105	0.0213789473684	0.00733684210526	0.00491578947368	0.000536842105263	0.00356842105263	0.00581052631579	0.0199052631579
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Dysgonomonas	0.0	0.0	0.0	0.00288421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000831578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides	0.0	0.00321052631579	0.00842105263158	0.0	0.00932631578947	0.00827368421053	0.00898947368421	0.00529473684211	0.0236947368421	0.00669473684211	0.00484210526316	0.00624210526316	0.0123894736842	0.00849473684211	0.0140105263158	0.00261052631579	0.00161052631579	0.00296842105263	0.00703157894737	0.0992526315789	0.0	0.0024	0.00307368421053	1.05263157895e-05	0.0116736842105	0.00588421052632	0.00324210526316	0.0138736842105	0.0153684210526	0.00823157894737	0.00893684210526	0.0213578947368	0.00733684210526	0.00491578947368	0.000536842105263	0.00356842105263	0.0058	0.0198947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Porphyromonas	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	1.05263157895e-05	1.05263157895e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae	6.31578947368e-05	0.137705263158	3.15789473684e-05	0.0114	0.213210526316	6.31578947368e-05	0.0971578947368	0.00409473684211	0.0654	0.0292315789474	0.167884210526	0.112652631579	5.26315789474e-05	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.176947368421	0.0	7.36842105263e-05	1.05263157895e-05	0.0112631578947	9.47368421053e-05	0.00462105263158	0.372821052632	3.15789473684e-05	0.468926315789	0.0537473684211	0.127715789474	0.00937894736842	0.126536842105	0.000136842105263	1.05263157895e-05	2.10526315789e-05	9.47368421053e-05	0.100305263158	0.000168421052632	0.00106315789474
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000894736842105
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__Prevotella	6.31578947368e-05	0.137705263158	3.15789473684e-05	0.0114	0.213210526316	6.31578947368e-05	0.0971578947368	0.00409473684211	0.0654	0.0292315789474	0.167884210526	0.112652631579	5.26315789474e-05	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.176947368421	0.0	1.05263157895e-05	1.05263157895e-05	0.0112631578947	9.47368421053e-05	0.00462105263158	0.372821052632	3.15789473684e-05	0.468926315789	0.0537473684211	0.127715789474	0.00937894736842	0.126536842105	0.000136842105263	1.05263157895e-05	2.10526315789e-05	9.47368421053e-05	0.100305263158	0.000168421052632	0.000168421052632
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae	1.05263157895e-05	0.00122105263158	0.0284947368421	0.0695789473684	0.00797894736842	0.0277473684211	0.0108105263158	0.00929473684211	0.00786315789474	0.014	0.0213578947368	0.0	0.0117368421053	0.0173684210526	0.0191157894737	0.0410210526316	0.00975789473684	0.0220210526316	0.00691578947368	0.0167684210526	1.05263157895e-05	0.00409473684211	0.0465263157895	0.0205157894737	0.00770526315789	0.0638526315789	0.00108421052632	0.0285684210526	0.0052	0.0194842105263	0.0253263157895	0.0130526315789	0.0126421052632	0.0205684210526	0.000978947368421	0.0279789473684	0.00681052631579	0.0324421052632
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_Other	1.05263157895e-05	0.0004	0.0135263157895	0.0515052631579	0.00370526315789	0.0119052631579	0.00827368421053	0.00896842105263	0.00676842105263	0.00134736842105	0.00818947368421	0.0	0.00493684210526	0.0159263157895	0.00883157894737	0.0161473684211	0.00201052631579	0.00596842105263	0.00582105263158	0.00926315789474	1.05263157895e-05	0.00254736842105	0.0272105263158	0.0179368421053	0.0014	0.0160421052632	0.000473684210526	0.0267157894737	0.00496842105263	0.00237894736842	0.0114736842105	0.00683157894737	0.00828421052632	0.01	0.000336842105263	0.00752631578947	0.00533684210526	0.0162105263158
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__	0.0	0.000263157894737	0.0149684210526	0.0180736842105	0.00371578947368	0.00294736842105	0.00253684210526	0.000326315789474	0.00101052631579	0.0115368421053	0.00127368421053	0.0	0.00676842105263	0.000926315789474	0.00963157894737	0.00501052631579	0.00773684210526	0.00330526315789	0.00102105263158	0.00747368421053	0.0	0.000157894736842	0.0193157894737	0.00257894736842	0.00494736842105	0.00866315789474	0.000610526315789	0.00185263157895	0.0002	0.0153263157895	0.00329473684211	0.00622105263158	0.00416842105263	0.00271578947368	0.000642105263158	0.00316842105263	0.00137894736842	0.0161052631579
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__AF12	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126315789474	0.0	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136842105263	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes	0.0	0.000505263157895	0.0	0.0	0.000557894736842	3.15789473684e-05	0.0	0.0	7.36842105263e-05	0.00111578947368	0.000305263157895	0.0	3.15789473684e-05	0.000515789473684	0.000652631578947	0.0002	1.05263157895e-05	0.000452631578947	6.31578947368e-05	3.15789473684e-05	0.0	0.00127368421053	0.0	0.0	0.00135789473684	1.05263157895e-05	0.0	0.0	3.15789473684e-05	0.00177894736842	0.000978947368421	0.0	0.000189473684211	1.05263157895e-05	0.0	0.000589473684211	9.47368421053e-05	0.000126315789474
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__human	0.0	0.0	0.0	0.0	0.0	0.0128631578947	0.0	0.0	1.05263157895e-05	0.0	0.0115894736842	0.0	0.0	0.0	0.0	0.0196631578947	0.0	0.0121684210526	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0391368421053	0.0	0.0	0.0	0.0	0.00957894736842	0.0	0.0	0.00784210526316	0.0	0.0165578947368	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7	0.0	0.00230526315789	0.0	0.0	0.0	0.0	0.0270842105263	0.00729473684211	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289473684211	0.00869473684211	0.0	0.0	0.000294736842105	1.05263157895e-05	0.0	0.0	0.0	0.00852631578947	0.0186947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101052631579	0.00745263157895	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7_g__	0.0	0.00230526315789	0.0	0.0	0.0	0.0	0.0270842105263	0.00729473684211	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289473684211	0.00869473684211	0.0	0.0	0.000294736842105	1.05263157895e-05	0.0	0.0	0.0	0.00852631578947	0.0186947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101052631579	0.00745263157895	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]	0.0	0.000136842105263	0.00944210526316	0.0	0.00492631578947	0.0014	0.00109473684211	0.00451578947368	0.00251578947368	0.0026	0.00643157894737	1.05263157895e-05	0.00643157894737	0.00783157894737	0.00674736842105	0.0103894736842	0.00571578947368	0.00444210526316	0.00482105263158	0.0	0.0	9.47368421053e-05	0.0145578947368	0.0	0.00855789473684	0.00671578947368	0.000452631578947	0.00932631578947	0.0014	0.00544210526316	0.0106631578947	0.0147789473684	0.00294736842105	0.0111263157895	0.00166315789474	0.00703157894737	0.00572631578947	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	7.36842105263e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	1.05263157895e-05	0.0	0.0	3.15789473684e-05	1.05263157895e-05	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g__	0.0	0.000136842105263	0.00944210526316	0.0	0.00492631578947	0.0014	0.00109473684211	0.00448421052632	0.00249473684211	0.0026	0.00643157894737	1.05263157895e-05	0.00643157894737	0.00783157894737	0.00669473684211	0.0103894736842	0.00564210526316	0.00444210526316	0.00481052631579	0.0	0.0	9.47368421053e-05	0.0145473684211	0.0	0.00855789473684	0.00671578947368	0.000452631578947	0.00929473684211	0.00138947368421	0.00544210526316	0.0106631578947	0.0147473684211	0.00293684210526	0.0111263157895	0.00166315789474	0.00702105263158	0.00570526315789	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g__Barnesiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]	0.0	0.000389473684211	0.0008	0.0	0.00334736842105	0.00184210526316	0.00410526315789	0.00154736842105	0.00485263157895	0.0018	0.0	0.0	0.00690526315789	0.000652631578947	0.00332631578947	0.00431578947368	0.00105263157895	0.00381052631579	0.00358947368421	0.0044	0.0	0.000178947368421	0.00142105263158	0.0	0.00292631578947	0.00341052631579	0.0016	0.0141263157895	0.00227368421053	0.00278947368421	2.10526315789e-05	0.00752631578947	0.0028	0.00225263157895	0.000136842105263	0.00153684210526	0.00194736842105	0.00618947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]_g__Butyricimonas	0.0	0.000147368421053	0.0	0.0	0.000431578947368	0.0002	0.00258947368421	0.000526315789474	0.00167368421053	0.00106315789474	0.0	0.0	0.00190526315789	0.0	0.0	0.00158947368421	0.000484210526316	0.00131578947368	0.000389473684211	0.0	0.0	2.10526315789e-05	0.0	0.0	0.000894736842105	0.000905263157895	0.00101052631579	0.00335789473684	0.000852631578947	0.000926315789474	0.0	0.00216842105263	0.0	0.00125263157895	2.10526315789e-05	0.000378947368421	0.000263157894737	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]_g__Odoribacter	0.0	0.000242105263158	0.0008	0.0	0.00291578947368	0.00164210526316	0.00151578947368	0.00102105263158	0.00317894736842	0.000736842105263	0.0	0.0	0.005	0.000652631578947	0.00332631578947	0.00272631578947	0.000568421052632	0.00249473684211	0.0032	0.0044	0.0	0.000157894736842	0.00142105263158	0.0	0.00203157894737	0.00250526315789	0.000589473684211	0.0107684210526	0.00142105263158	0.00186315789474	2.10526315789e-05	0.00535789473684	0.0028	0.001	0.000115789473684	0.00115789473684	0.00168421052632	0.00618947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]	0.0	0.0168631578947	0.0	1.05263157895e-05	0.00495789473684	0.0	0.00237894736842	0.00463157894737	0.00208421052632	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00402105263158	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.00431578947368	0.0	0.0255578947368	0.0114210526316	0.00354736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.00268421052632	2.10526315789e-05	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__CF231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__Paraprevotella	0.0	0.00206315789474	0.0	1.05263157895e-05	0.00495789473684	0.0	0.0	0.00463157894737	0.00208421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401052631579	0.0	0.0	0.0	0.000157894736842	0.0	0.0	0.00431578947368	0.0	0.0	0.0114210526316	0.00354736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.00268421052632	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__[Prevotella]	0.0	0.0148	0.0	0.0	0.0	0.0	0.00237894736842	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.000178947368421	0.0	0.0	0.0	0.0	0.0255578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__	0.0	0.000157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Cyanobacteria	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	7.36842105263e-05	0.00310526315789	0.0	0.0	8.42105263158e-05	0.0	0.0	0.000642105263158	0.0	0.0	1.05263157895e-05	0.000315789473684	0.0002	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.000578947368421	0.00870526315789	0.0	0.0	2.10526315789e-05	0.000231578947368	0.0	1.05263157895e-05	0.0	0.000242105263158	0.000652631578947
k__Bacteria_p__Cyanobacteria_c__4C0d-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421	0.00870526315789	0.0	0.0	0.0	0.000231578947368	0.0	0.0	0.0	0.0002	0.000642105263158
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421	0.00870526315789	0.0	0.0	0.0	0.000231578947368	0.0	0.0	0.0	0.0002	0.000642105263158
