	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S86-101V3	S92-108v3	S94-113v3	S96-114v3	S98-120v3	S100-203v3	S102-207v3	S104-301v3	S108-310v3	S110-314v3	S114-319v3	S116-403v3	S118-405v3	S120-410v3	S122-411v3	S124-416v3
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.000484210526316	0.0	0.0	0.000694736842105	0.0	0.0	0.000705263157895	0.0	0.0	0.0	7.36842105263e-05	0.000210526315789	0.0	0.0
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	3.15789473684e-05	1.05263157895e-05	0.0	1.05263157895e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.0	9.47368421053e-05	2.10526315789e-05	0.0	3.15789473684e-05	0.0	0.000115789473684	9.47368421053e-05	0.00108421052632	0.0	0.000389473684211	6.31578947368e-05	0.00141052631579	0.00136842105263	0.000505263157895
k__Bacteria_p__Firmicutes_c__Bacilli_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0002	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	4.21052631579e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	0.000136842105263	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	0.0	1.05263157895e-05	3.15789473684e-05	7.36842105263e-05	0.000147368421053	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05	0.000126315789474	0.000157894736842	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales	0.00170526315789	0.00346315789474	0.00134736842105	0.000642105263158	0.00768421052632	0.0022	0.00124210526316	0.086	0.000621052631579	0.00314736842105	0.00582105263158	0.0109263157895	0.00132631578947	0.000884210526316	0.00111578947368	0.00803157894737	0.00763157894737	0.0032	0.00652631578947	0.00187368421053	0.0208526315789	0.000694736842105	0.00425263157895	0.00308421052632	0.00172631578947	0.00531578947368	0.00678947368421	0.0192947368421	0.00354736842105	0.0101789473684	0.0287263157895	0.00272631578947	0.00262105263158	0.00168421052632	0.00532631578947	0.0018
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	3.15789473684e-05	0.000726315789474	1.05263157895e-05	0.00174736842105	9.47368421053e-05	0.0	0.000242105263158	0.0	0.000263157894737	0.000231578947368	0.000147368421053	0.000136842105263	1.05263157895e-05	0.00322105263158	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.0	0.0	1.05263157895e-05	0.0	6.31578947368e-05	0.0	0.0	0.000126315789474	0.00165263157895	0.0	4.21052631579e-05	0.0	0.000221052631579	1.05263157895e-05	0.000642105263158
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales	0.615368421053	0.751147368421	0.756515789474	0.904410526316	0.604052631579	0.8176	0.722115789474	0.784778947368	0.775515789474	0.848642105263	0.688873684211	0.643736842105	0.652178947368	0.678273684211	0.718157894737	0.745747368421	0.776736842105	0.620084210526	0.728094736842	0.606494736842	0.8008	0.473063157895	0.697242105263	0.594736842105	0.843189473684	0.889547368421	0.763684210526	0.540547368421	0.701926315789	0.666789473684	0.762105263158	0.812063157895	0.826557894737	0.714536842105	0.925578947368	0.638778947368
k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales	0.00274736842105	0.00543157894737	0.0028	0.00465263157895	0.000515789473684	0.00108421052632	0.00411578947368	0.00597894736842	0.000368421052632	0.00211578947368	0.00112631578947	0.000315789473684	0.00107368421053	0.000189473684211	0.000368421052632	0.0006	0.002	0.000589473684211	0.000873684210526	0.00125263157895	0.00271578947368	0.000378947368421	0.000452631578947	0.000484210526316	0.00283157894737	0.00112631578947	0.00213684210526	0.000284210526316	0.000768421052632	0.00601052631579	0.00105263157895	0.0129789473684	0.000221052631579	0.0014	0.00102105263158	0.00450526315789
k__Bacteria_p__Fusobacteria_c__Fusobacteriia_o__Fusobacteriales	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	2.10526315789e-05	4.21052631579e-05	1.05263157895e-05	0.0	0.0	3.15789473684e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	3.15789473684e-05	2.10526315789e-05	3.15789473684e-05	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Lentisphaerae_c__[Lentisphaeria]_o__Victivallales	0.0	0.0	0.0	0.0	0.00338947368421	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0002	0.0	0.0	7.36842105263e-05	1.05263157895e-05	0.000484210526316	0.000126315789474	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.0	0.0
k__Bacteria_p__Proteobacteria_Other_Other	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32	0.0	0.000252631578947	0.0	0.0	0.0	3.15789473684e-05	0.0	4.21052631579e-05	0.00434736842105	0.0	0.0	0.0	0.00335789473684	1.05263157895e-05	0.000147368421053	0.0	0.0	0.000126315789474	6.31578947368e-05	0.0	2.10526315789e-05	0.0	0.0	0.000357894736842	0.0	0.000347368421053	0.0	0.000242105263158	0.00207368421053	0.0	0.0	0.000631578947368	0.0	0.00188421052632	0.0	2.10526315789e-05
k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales	0.00889473684211	0.00678947368421	0.00102105263158	0.00253684210526	0.00258947368421	0.000357894736842	0.000915789473684	0.00252631578947	0.00838947368421	0.000726315789474	0.00445263157895	0.00350526315789	0.0112210526316	0.0132736842105	0.0210315789474	0.00628421052632	0.0124105263158	0.00507368421053	0.0116736842105	0.00533684210526	0.00314736842105	0.00276842105263	0.0108947368421	0.00821052631579	0.000136842105263	0.00509473684211	0.0100947368421	0.00297894736842	0.0101578947368	0.00347368421053	0.00533684210526	0.00133684210526	0.00103157894737	5.26315789474e-05	8.42105263158e-05	0.00151578947368
k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Neisseriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0
k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__Desulfovibrionales	0.0	0.000547368421053	0.00144210526316	0.0	0.00137894736842	0.000715789473684	0.00935789473684	0.000168421052632	0.000694736842105	0.00761052631579	0.00148421052632	0.0	0.00217894736842	0.00330526315789	0.00196842105263	0.00148421052632	0.00183157894737	0.00413684210526	0.00344210526316	0.00104210526316	0.00133684210526	0.000263157894737	0.00182105263158	0.00132631578947	0.000968421052632	0.00243157894737	0.000421052631579	0.000757894736842	0.0167368421053	0.00221052631579	0.0	0.000663157894737	6.31578947368e-05	0.00586315789474	0.000957894736842	0.000463157894737
k__Bacteria_p__Proteobacteria_c__Epsilonproteobacteria_o__Campylobacterales	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales	0.0	0.0101157894737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193578947368	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Cardiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales	3.15789473684e-05	7.36842105263e-05	0.000231578947368	0.00165263157895	0.00116842105263	0.000831578947368	0.0008	0.0004	0.000894736842105	0.000863157894737	0.0	0.0204210526316	0.00105263157895	0.00107368421053	0.000652631578947	0.00375789473684	0.00126315789474	0.000242105263158	0.000157894736842	0.000168421052632	0.000294736842105	1.05263157895e-05	0.000473684210526	0.00827368421053	0.00192631578947	0.000105263157895	8.42105263158e-05	0.0	0.00741052631579	0.00116842105263	0.00150526315789	0.0125052631579	0.00131578947368	0.000210526315789	0.000873684210526	0.000505263157895
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales	0.0004	0.000157894736842	3.15789473684e-05	0.000336842105263	0.00671578947368	1.05263157895e-05	0.000231578947368	0.00444210526316	0.000947368421053	0.0	0.000526315789474	0.000263157894737	0.000978947368421	0.000105263157895	0.000157894736842	0.000842105263158	0.00347368421053	0.00490526315789	1.05263157895e-05	0.000326315789474	0.000768421052632	0.000305263157895	0.000452631578947	4.21052631579e-05	4.21052631579e-05	2.10526315789e-05	0.000252631578947	0.000115789473684	0.00125263157895	0.000684210526316	0.00681052631579	6.31578947368e-05	0.0	5.26315789474e-05	1.05263157895e-05	4.21052631579e-05
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Spirochaetes_c__[Brachyspirae]_o__[Brachyspirales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Synergistetes_c__Synergistia_o__Synergistales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642105263158	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.000757894736842	0.000989473684211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277894736842	2.10526315789e-05	0.0
k__Bacteria_p__TM7_c__TM7-3_o__	3.15789473684e-05	0.000210526315789	9.47368421053e-05	1.05263157895e-05	0.000210526315789	0.000221052631579	0.000126315789474	4.21052631579e-05	0.000578947368421	0.000294736842105	7.36842105263e-05	0.000347368421053	0.0	6.31578947368e-05	1.05263157895e-05	4.21052631579e-05	5.26315789474e-05	0.000221052631579	0.0	8.42105263158e-05	0.000136842105263	1.05263157895e-05	0.0	0.000136842105263	0.000273684210526	0.000157894736842	5.26315789474e-05	0.0	0.000452631578947	3.15789473684e-05	0.00129473684211	2.10526315789e-05	0.000126315789474	0.000715789473684	0.000778947368421	0.000105263157895
k__Bacteria_p__TM7_c__TM7-3_o__CW040	0.0	2.10526315789e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	0.000105263157895	1.05263157895e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	6.31578947368e-05	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	1.05263157895e-05	3.15789473684e-05	0.0
k__Bacteria_p__TM7_c__TM7-3_o__I025	0.0	1.05263157895e-05	3.15789473684e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	3.15789473684e-05	0.0
k__Bacteria_p__Tenericutes_c__Mollicutes_o__Anaeroplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39	0.0	6.31578947368e-05	0.0	0.0	9.47368421053e-05	0.0	0.000621052631579	1.05263157895e-05	0.000547368421053	0.0	0.0	0.0	0.000831578947368	1.05263157895e-05	0.0	0.00205263157895	0.0	0.00112631578947	0.0	0.0	0.0	0.000568421052632	0.0	0.0	0.0	0.000178947368421	0.0	0.0	0.0	0.0	0.0	0.000105263157895	0.0004	0.000210526315789	0.00676842105263	0.00192631578947
k__Bacteria_p__Tenericutes_c__RF3_o__ML615J-28	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.000347368421053	0.0	0.0	0.0	0.0	0.0	0.0	0.00148421052632	0.0	4.21052631579e-05	1.05263157895e-05	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.000473684210526	0.0	0.000378947368421
k__Bacteria_p__Verrucomicrobia_c__Opitutae_o__[Cerasicoccales]	0.0	0.0	0.0	0.0	0.0132736842105	0.0	0.0	0.0	0.00117894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales	0.0	0.0	0.00672631578947	0.0	0.000473684210526	0.0	0.0	0.0002	0.0024	0.0240421052632	0.004	0.0	0.000136842105263	0.0	0.0	0.00238947368421	0.000231578947368	0.00178947368421	0.00595789473684	0.000210526315789	0.0	0.000673684210526	1.05263157895e-05	0.0	1.05263157895e-05	0.00211578947368	0.0	0.000252631578947	0.00711578947368	0.0	2.10526315789e-05	0.0034	0.0	0.0176842105263	0.000347368421053	3.15789473684e-05
k__Archaea_p__Euryarchaeota_c__Methanobacteria_o__Methanobacteriales_f__Methanobacteriaceae	0.0	0.00466315789474	0.000747368421053	1.05263157895e-05	0.000326315789474	0.0	0.0	0.000115789473684	0.0	1.05263157895e-05	0.0	0.0	0.00189473684211	0.0	0.0	1.05263157895e-05	0.000178947368421	0.00401052631579	5.26315789474e-05	0.00195789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173578947368	0.0	0.0145368421053	1.05263157895e-05	0.0
k__Bacteria_Other_Other_Other_Other	0.0	5.26315789474e-05	7.36842105263e-05	0.0	0.00431578947368	0.000189473684211	0.000957894736842	2.10526315789e-05	0.00276842105263	0.0004	6.31578947368e-05	0.0	0.00412631578947	2.10526315789e-05	0.00106315789474	0.00223157894737	0.000621052631579	0.00175789473684	0.00103157894737	0.000768421052632	0.000147368421053	1.05263157895e-05	2.10526315789e-05	0.000189473684211	0.0	0.000263157894737	0.0	0.000115789473684	9.47368421053e-05	0.000231578947368	0.0	0.00156842105263	0.000231578947368	0.00189473684211	0.000178947368421	0.000221052631579
k__Bacteria_p__Actinobacteria_Other_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae	0.000189473684211	0.0004	6.31578947368e-05	6.31578947368e-05	0.000126315789474	8.42105263158e-05	0.000147368421053	0.00103157894737	0.000284210526316	0.000410526315789	0.000210526315789	0.000168421052632	0.000147368421053	5.26315789474e-05	5.26315789474e-05	0.000231578947368	0.000263157894737	0.000105263157895	9.47368421053e-05	1.05263157895e-05	0.000357894736842	0.000105263157895	5.26315789474e-05	0.000105263157895	0.000463157894737	0.000263157894737	9.47368421053e-05	6.31578947368e-05	0.000305263157895	0.000157894736842	0.00213684210526	0.000263157894737	0.000389473684211	0.000410526315789	0.000431578947368	8.42105263158e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae	0.0	2.10526315789e-05	1.05263157895e-05	0.0	5.26315789474e-05	0.0	1.05263157895e-05	0.000368421052632	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	7.36842105263e-05	1.05263157895e-05	0.0	0.000147368421053	0.0	3.15789473684e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	4.21052631579e-05	7.36842105263e-05	0.000568421052632	3.15789473684e-05	1.05263157895e-05	0.0	0.0	1.05263157895e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	2.10526315789e-05	4.21052631579e-05	2.10526315789e-05	2.10526315789e-05	0.0	6.31578947368e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae	0.00915789473684	0.00603157894737	0.0331368421053	0.000252631578947	0.00695789473684	0.00817894736842	0.00331578947368	0.0109368421053	0.00277894736842	0.00395789473684	0.0196526315789	0.0240315789474	0.000778947368421	0.0262210526316	0.00126315789474	0.00472631578947	0.0261473684211	0.00107368421053	0.0032	2.10526315789e-05	0.0827578947368	0.000515789473684	0.0687263157895	0.0249052631579	0.025	0.0213473684211	0.0462315789474	0.0126736842105	0.00475789473684	0.00597894736842	0.00486315789474	0.00931578947368	0.0365052631579	0.00727368421053	0.00453684210526	0.0632421052632
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae	0.00149473684211	0.0342421052632	0.00421052631579	0.00109473684211	0.00876842105263	0.00844210526316	0.00832631578947	0.0148421052632	0.0114421052632	0.0181157894737	0.0191263157895	0.00724210526316	0.00556842105263	0.00157894736842	0.00225263157895	0.0143578947368	0.0118105263158	0.00396842105263	0.0110842105263	0.000715789473684	0.0334315789474	0.0103789473684	0.0198105263158	0.0199684210526	0.0282315789474	0.00228421052632	0.00617894736842	0.0115578947368	0.0284842105263	0.0413684210526	0.00111578947368	0.00570526315789	0.0158	0.0151052631579	0.00257894736842	0.0114526315789
k__Bacteria_p__Bacteroidetes_Other_Other_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_Other	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.000115789473684	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__	0.0	0.000157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae	0.358821052632	0.0136105263158	0.144126315789	0.000189473684211	0.0926210526316	0.116831578947	0.0949894736842	0.0501473684211	0.0739052631579	0.0273578947368	0.0536736842105	0.168978947368	0.274568421053	0.240547368421	0.207494736842	0.141357894737	0.1332	0.126589473684	0.1948	0.257378947368	0.0462842105263	0.0245789473684	0.165168421053	0.2648	0.0872526315789	0.0400947368421	0.158663157895	0.00828421052632	0.173947368421	0.00635789473684	0.156978947368	0.0737578947368	0.0765789473684	0.111789473684	0.0222842105263	0.0094
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae	0.0	0.00321052631579	0.00842105263158	0.00290526315789	0.00932631578947	0.00827368421053	0.00898947368421	0.00529473684211	0.0236947368421	0.00669473684211	0.00484210526316	0.00624210526316	0.0123894736842	0.00849473684211	0.0140105263158	0.00261052631579	0.00161052631579	0.00296842105263	0.00703157894737	0.0992526315789	0.00423157894737	0.006	0.00575789473684	0.0234421052632	0.00247368421053	0.00994736842105	0.00443157894737	0.00171578947368	0.0135684210526	0.00142105263158	0.0109157894737	0.00186315789474	0.00205263157895	0.0250210526316	0.00288421052632	0.00178947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae	6.31578947368e-05	0.137705263158	3.15789473684e-05	0.0114	0.213210526316	6.31578947368e-05	0.0971578947368	0.00409473684211	0.0654	0.0292315789474	0.167884210526	0.112652631579	5.26315789474e-05	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.176947368421	0.0	7.36842105263e-05	1.05263157895e-05	0.451094736842	7.36842105263e-05	4.21052631579e-05	9.47368421053e-05	4.21052631579e-05	2.10526315789e-05	0.392305263158	5.26315789474e-05	0.222115789474	8.42105263158e-05	1.05263157895e-05	1.05263157895e-05	0.000157894736842	0.000126315789474	0.242789473684
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae	1.05263157895e-05	0.00122105263158	0.0284947368421	0.0695789473684	0.00797894736842	0.0277473684211	0.0108105263158	0.00929473684211	0.00786315789474	0.014	0.0213578947368	0.0	0.0117368421053	0.0173684210526	0.0191157894737	0.0410210526316	0.00975789473684	0.0220210526316	0.00691578947368	0.0167684210526	0.00130526315789	0.00509473684211	0.0128736842105	0.024	0.00254736842105	0.0103473684211	0.000294736842105	0.00337894736842	0.0259368421053	0.000736842105263	0.00701052631579	0.0301052631579	0.0226526315789	0.0331894736842	0.0173789473684	0.00531578947368
